title,country,release_year,genre,description,Streaming Service
A Christmas Solo,Canada,2017,"Drama, Romance","Two single parents try to use the Christmas magic to calm down the rivalry between their daughters, however they discover that they are not immune to that magic themselves.",hulu
Avenues,United States,2017,"Comedy, Drama","A year after his brother's suicide, Max and his best friend Peter spend Max's twenty fifth birthday wandering the wintry streets of Manhattan, contemplating life, livelihood, and what it means to be an adult.",hulu
Brand New Old Love,United States,2018,Comedy,"When two former high school friends run into each other decades down the line, they drunkenly decide to make good on their promise to get married if they're both still single by 30... only to discover how much they've changed over the years.",hulu
Christmas on Holly Lane,Canada,2018,Drama,"Three life-long friends reunite on Christmas in order to help each other's lives, and in the process their own as well.",hulu
Daphne,United Kingdom,2017,"Comedy, Drama","Daphne's life is hectic, and she is entrenched in the daily rush of her restaurant job and an active nightlife full of new faces. She is the life of the party, but her acerbic humor hides the fact that deep down Daphne is not happy. She is forced to confront the inevitability of a much needed change in her life after she saves a shopkeeper's life when he gets stabbed during a failed robbery attempt.",hulu
Delirium,United States,2018,"Horror, Thriller","A young man is challenged to reach the doorstep of a supposedly haunted house. When he doesn't return, his friends must go in after him. They make horrific discoveries about the house's violent history.",hulu
Elf,United States,2003,"Comedy, Family, Kids","One Christmas Eve a long time ago, a baby crawled into Santa's bag of toys... Raised as an elf, Buddy (Will Ferrell) grows into an adult three times larger than the biggest elf – and realizes that he will never truly fit in at the North Pole.",hulu
Firewalker,United States,1986,"Action, Adventure, Comedy",They need a new plan! Two adventurers meet up with a beautiful woman who claims to know where to find a lost city filled gold - what could go wrong? A comic action-adventure!,hulu
Good Will Hunting,United States,1997,Drama,"Robin Williams is a therapist who comes to the aid of a brilliant, but troubled Boston youth played by Matt Damon.",hulu
Hollow Man,"United States, Germany",2000,"Action, Horror, Science Fiction","Scientists discover how to make people invisible, but their test subject becomes an insane killer who stalks them.",hulu
Never Been Kissed,United States,1999,"Comedy, Romance","Aspiring reporter Drew Barrymore goes undercover as a high schooler, only to relive the horror of being unpopular again.",hulu
Paws P.I.,United States,2018,"Comedy, Family, Kids","Jon Lovitz highlights this hilarious family action-comedy as Jackson, a loveable mutt who helps his pal Peter battle bumbling bad guys to save an animal clinic.",hulu
Rag Doll,United States,2019,"Action, Drama",A rising female star of mixed martial arts uses her success in the ring to temper the violence in her personal life.,hulu
Shangri-La Suite,United States,2016,"Comedy, Crime, Drama","Two young, damaged lovers head to Los Angeles to kill the King of Rock n Roll in the summer of 1974.",hulu
The Expendables,"United States, Bulgaria, Spain, Germany",2010,"Action, Adventure",The only life they've known is war. The only loyalty they have is to each other. They are the Expendables.,hulu
The Expendables 2,"United States, Germany, Bulgaria, China",2012,"Action, Adventure","Barney Ross, Lee Christmas, Yin Yang, Gunner Jensen, Toll Road and Hale Caesar – with newest members Billy the Kid and Maggie aboard – are reunited when Mr. Church enlists the Expendables to take on a seemingly simple job.",hulu
The Expendables 3,"France, Germany, Bulgaria, United States",2014,"Action, Adventure","Sylvester Stallone stars in this explosive thrill-ride. When The Expendables face an old rival, it's a clash of old-school versus high-tech in the most personal battle yet.",hulu
The Night Watchmen,United States,2017,"Comedy, Horror","Four inept night watchmen and a fearless tabloid journalist, fight a a horde of hungry vampires to save themselves but also the City of Baltimore. Some men were born heros but not these guys.",hulu
Attaway General,United States,2020,"Kids, Teen","When four very different teens arrive at Attaway General Hospital’s prestigious volunteer program, they must learn to work together to survive the program and make a difference in the lives of their patients. Starring Dixie D’Amelio, Diego Martir, Lauren Kettering and Gabby Morrison alongside breakout performances from Madi Monroe, Eric Montanez and Griffin Johnson, Attaway General is a medical procedural with humor, excitement, and high stakes – for high schoolers.",hulu
Chicken Girls,United States,2017,"Drama, Kids, Teen","Rhyme and her friends have been dancing together for years, but things are about to change.",hulu
Citizen Bio,Canada,2020,Documentaries,Exploring in depth the nascent biohacking movement and the unconventional scientists and researchers developing alternative medicines to prolong human life and eradicate incurable viruses and diseases.,hulu
Bad Therapy,United States,2020,Comedy,"Bob (Rob Corddry) and Susan (Alicia Silverstone)nsee a marriage counselor, Judy Small, to improve their relationship. However, Judy Small’s dark impulses end up bringing Bob and Susan’s marriage to the breaking point.",hulu
Alice In Paris,France,2017,"Cooking & Food, Lifestyle & Culture","An energetic young woman's adventures through the streets of Paris to find the best food and places in a city she knows like the back of her hand, but can still easily get lost in.",hulu
Hot Ones,United States,2020,Reality,"The show with hot questions and even hotter wings. Watch Sean Evans interview celebrities such as T.J. Miller, Tommy Chong, and DJ Khaled as they burn their tastebuds.",hulu
What to Expect When You're Expecting,United States,2012,"Comedy, Drama, Romance",The challenges of impending parenthood turn the lives of five couples upside down.,hulu
Colossal,"Canada, United States, Spain, South Korea",2016,"Comedy, Science Fiction","Gloria is an out-of-work party girl forced to leave her life in New York City, and move back home. When reports surface that a giant creature is destroying Seoul, she gradually comes to the realization that she is somehow connected to this phenomenon.",hulu
Dragon Quest: The Adventure of Dai,Japan,2020,Anime,"The world that was once afflicted by Hadlar, the Dark Lord, has regained peace in the hands of a swordsman called the “hero” and his companions. As time passed, Delmurin Island, an isolated island in the South Sea became a place where monsters released from the Dark Lord lived. Dai, who is the only human on the island and longs to be a hero, lives in peace with the monsters. However, that life completely changes with the resurrection of the Dark Lord Hadlar. With promises from teachers, encounters with friends, and a destiny that cannot be escaped... In order to save the world, the adventure of Dai and his quest to be a hero, begins!",hulu
Monsterland,United States,2020,Horror,"Encounters with mermaids, fallen angels, and other strange beasts drive broken people to desperate acts in Monsterland, an anthology series based on the collection of stories from Nathan Ballingrud’s North American Lake Monsters.",hulu
Blade: Trinity,United States,2004,"Action, Adventure","Deep in a remote desert, vampire leaders are resurrecting Dracula, the horrific creature who spawned their race. Now known as Drake, this awesome vampire has unique powers that allow him to exist in daylight.",hulu
Sex Ed,United States,2014,"Comedy, Drama, Romance","First time teacher Eddie Cole turns his class into Sex Ed., but his students seem to have more experience than he does.",hulu
Spider-Man 3,United States,2007,"Action, Adventure, Family","A strange black entity from another world bonds with Peter Parker and causes inner turmoil as he contends with new villains, temptations, and revenge.",hulu
The Express,"United States, Germany",2008,Drama,"The inspiring story of Ernie 'The Elmira Express' Davis, the first African American to win the Heisman Trophy.",hulu
Buttons: A Christmas Tale,United States,2018,"Drama, Family, Kids","With a little help from their guardian angels, two orphan girls discover miracles really can happen.",hulu
Prisoners,United States,2013,"Crime, Drama, Horror",The abduction of two children prompts father Hugh Jackman to take matters into his own hands in this harrowing thriller.,hulu
Awoken,Australia,2019,"Horror, Mystery, Thriller",A young medical student tries to cure her brother of a terminal sleeping illness.,hulu
Power Book II: Ghost,United States,2020,"Crime, Drama","Power Book II: Ghost picks up shortly after the earth-shattering events of Power as Tariq St. Patrick grapples with a new world order: his father dead and his mother, Tasha, facing charges for the murder her son committed.",hulu
Hooking Up,United States,2020,"Comedy, Drama",A cynical writer and a hopeless romantic hit the road for a cross-country trip.,hulu
First Day,Australia,2020,"Family, International, Kids","It’s Hannah Bradford’s first year of high school. As a transgender girl, Hannah not only has to navigate the challenges that come with starting a new school, but find the courage to live as her most authentic self.",hulu
Anthropoid,"Czech Republic, United Kingdom, United States, France",2016,"Action, Adventure, Drama","Based on the extraordinary true story of Operation Anthropoid, the WWII mission to assassinate SS General Reinhard Heydrich, the main architect behind the Final Solution and the Reich’s third in command after Hitler and Himmler.",hulu
Hell on the Border,United States,2019,"Action, Adventure","Inspired by the incredible true story of Bass Reeves, the first black deputy US marshal. In order to become a lawman, Bass accepts an assignment that no other marshal will take: eliminating Bob Dozier, the most dangerous outlaw in the Indian Territory.",hulu
I Feel Pretty,"China, United States",2018,Comedy,A woman wakes up from a fall believing she is the prettiest woman on earth.,hulu
Mississippi Burning,United States,1989,"Classics, Crime, Drama","When three civil rights workers disappear in 1964 Mississippi, two FBI agents with wildly divergent styles resort to increasingly violent tactics to apprehend the culprit Ku Klux Klan. Crucial to the case is the testimony of a beautician.",hulu
Rambo,"Germany, United States, Thailand",2008,"Action, Adventure","Sylvester Stallone returns to the iconic character of John Rambo in this action sequel that finds the middle-aged veteran living quietly in Thailand as a mechanic and snake wrangler - until a group of American missionaries are caught up in the bloody Burmese civil war raging nearby and reach out to the reluctant killing machine for rescue. Julie Benz, Paul Schulze and Ken Howard costar in this long-awaited follow-up.",hulu
The Festival,United Kingdom,2018,Comedy,"After his girlfriend dumps him at graduation, a young man thinks his life is over. His best friend has the perfect solution: three days at a giant music festival.",hulu
Trolls World Tour,United States,2020,"Action, Adventure, Comedy","When the kingdom is invaded by Rock Trolls, Queen Poppy (Anna Kendrick) and Branch (Justin Timberlake) embark on an epic quest to find the harmony that will save them all.",hulu
Primal,United States,2019,Action,"Hunter and collector Frank Walsh expects a big payday after bagging a priceless white jaguar for a zoo. But the ship bearing Frank's precious cargo has another predator – a political assassin facing extradition to America. When the prisoner manages to break free, Walsh must utilize his expert skills to capture the dangerous killer – not dead, but alive.",hulu
The Courier,United Kingdom,2019,Action,A courier in London discovers that one of the packages she's transporting is a bomb.,hulu
The Binge,United States,2020,Comedy,"In the not so distant future all drinking and drugs have been made completely illegal by the government... except for one night a year. High school seniors, Griffin, Hags and Andrew make a pilgrimage to get to the best party in town where all their dreams will come true... Sure they will have to avoid their crazed principal (Vince Vaughn), violent siblings and the wild animals roaming the streets, but that’s all part of the fun! Their friendship will be tested, love live’s will be rattled and their brains completely scrambled. One thing is for sure, no one’s life is EVER the same after participating in The Binge",hulu
Daffodils,New Zealand,2019,"Drama, Music",A bittersweet love story told through enchanting re-imaginings of popular and iconic New Zealand songs.,hulu
Unacknowledged: An Exposé of the Greatest Secret in Human History,United States,2017,Documentaries,"Disclosure Project founder Dr. Steven M. Greer offers evidence of extraterrestrial contact, including top-secret testimonials, documents and never-before-seen UFO footage.",hulu
The Cup,Australia,2012,"Drama, Sports",The inspirational true story of horse racing legend who overcame incredible odds to win the 2002 Melbourne Cup Trophy.,hulu
Behind You,United States,2020,Horror,"Two young sisters find that all the mirrors in her house are covered or hidden. When one of the sisters happens upon a mirror in the basement, she unknowingly releases a malicious demon that had haunted her mother and aunt years ago.",hulu
Bernie the Dolphin 2,"Canada, United States",2019,"Comedy, Kids","The kids are thrilled that Bernie has come back. But so has their old enemy Winston, who's about to kidnap the talented dolphin. Kevin and Holly must rescue their splashy friend before it's too late.",hulu
Alive and Kicking,"Sweden, United States",2016,"Documentaries, Music","After getting involved in swing dancing, some people are inspired to look inside themselves and make changes in their lives.",hulu
Hard Night Falling,"Italy, United States",2019,"Action, Adventure, Drama","Goro, a criminal mastermind, plots to steal a massive cache of gold from the billionaire businessman Rossini.",hulu
Lucky Day,"France, Canada",2019,"Action, Thriller","After being released from prison, a safecracker tries to protect his family from a psychopathic contract killer who's seeking revenge.",hulu
Coda,Canada,2019,Drama,A famous pianist struggling with stage fright late in his career finds inspiration with a free-spirited music critic.,hulu
DECA-DENCE,Japan,2020,"Action, Adventure, Anime","After facing extinction by life forms known as Gadoll, humanity dwells in a mobile fortress named Deca-Dence. Occupied by warriors and unskilled citizens, Natsume dreams of fighting. Her chance meeting with a repairman will shake the future of this world.",hulu
Slay the Dragon,United States,2019,"Black Stories, Documentaries",Activists work to rid gerrymandering from America's election process.,hulu
The Peanut Butter Falcon,United States,2019,"Action, Adventure, Comedy","Shia LaBeouf, Dakota Johnson, and Zack Gottsagen star in ""a modern-day Mark Twain fable that will melt your heart"" (Flickering Myth).",hulu
Dora and the Lost City of Gold,"United States, Mexico, Australia",2019,"Adventure, Comedy, Kids","Having spent most of her life exploring the jungle, nothing could prepare Dora for her most dangerous adventure yet – high school. Accompanied by a ragtag group of teens and Boots the monkey, Dora embarks on a quest to save her parents while trying to solve the seemingly impossible mystery behind a lost Incan civilization.",hulu
Ordinary Love,United Kingdom,2019,"Drama, Romance","Joan and Tom are an everyday couple with a remarkable love. When Joan is diagnosed with breast cancer, the course of her treatment shines a light on their enduring devotion, as they must find the humor and grace to survive a year of adversity.",hulu
'71,United Kingdom,2014,"Action, Adventure, Drama","Jack O'Connell is a British solider accidentally abandoned on the streets of Belfast in 1971. Alone, he must survive the night within enemy lines.",hulu
City Slickers,United States,1991,Comedy,An unhappy Manhattan yuppie is roped into a cattle drive in the southwest.,hulu
El embarcadero,Spain,2019,"Drama, Horror, Mystery","High-profile architect Alexandra faces her worst nightmare when she gets a call from local cop Conrado to identify her husband Oscar's body, found on a pier. She soon finds out there was more to his life than she knew.",hulu
Elena Undone,United States,2010,"Drama, LGBTQ+, Romance","Fate brings two diversely different women together, and sets them on a collision course that will shatter their preconceived notions about love, life and the power of one's soul",hulu
Free Fall,Germany,2013,"Action, Adventure, Drama",It’s been called the German Brokeback Mountain for its portrayal of forbidden love between two police cadets as previously heterosexual Marc (Hanno Koffler) and fellow male cop Kay (Max Riemelt) embark on an unexpected life-changing affair.,hulu
Gayby,United States,2012,"Comedy, Drama","""Gayby"" is an irreverent comedy about friendship, growing older, sex, loneliness, and the family you chose.",hulu
Hurricane Bianca,United States,2016,Comedy,A teacher from New York moves to a small town in Texas and is quickly fired for being gay. He soon returns dressed as a mean lady to get revenge on the nasty townspeople.,hulu
Just Charlie,United Kingdom,2018,"Drama, LGBTQ+","Young soccer star Charlie has the world at his feet. With a top club desperate to sign him, his future is seemingly mapped out. But the teenager sees only a nightmare. Trapped in the body of a boy, Charlie is torn between wanting to live up to her father’s expectations and shedding this ill-fitting skin. Charlie’s next move will tear the family apart and threaten everything they hold dear.",hulu
Pit Stop,United States,2013,"Drama, LGBTQ+","In this perfectly crafted American drama, openly gay Ernesto and closeted Gabe grapple with the trials and tribulations of being gay in a small, working-class Texas town.",hulu
Rustlers' Rhapsody,"United States, Spain",1985,"Action, Adventure, Comedy","Rex O'Herlihan, The Singing Cowboy, finds himself in a cliché town where an evil cattle baron and some new cowboys conspire to force sheep ranchers out of their valley.",hulu
Safe,United States,2012,"Action, Adventure, Horror","Mei, a young girl whose memory holds a priceless numerical code, finds herself pursued by the Triads, the Russian mob, and corrupt NYC cops. Coming to her aid is an ex-cage fighter whose life was destroyed by the gangsters on Mei's trail.",hulu
Sordid Lives,United States,2000,"Comedy, LGBTQ+","In this cult classic comedy from writer-director Del Shores, a gay West Hollywood actor returns home to his small Texas town for his grandmother’s funeral.",hulu
The Last Stand,United States,2013,"Action, Adventure","After leaving the LAPD wracked with remorse and regret, Sheriff Ray Owens (Schwarzenegger) moved to a sleepy border town that now stands between Gabriel Cortez (Eduardo Noriega), the most notorious drug kingpin in the world and his freedom.",hulu
Ultraviolet,United States,2006,"Action, Adventure, Drama","Milla Jovovich, Cameron Bright, Nick Chinlund and William Fichtner star in this story of a woman caught in a futuristic civil war between the government and a subculture of disease modified humans in whom speed, strength and intelligence are magnified.",hulu
Were The World Mine,United States,2008,"Comedy, Drama, LGBTQ+","If you had a love-potion, who would you make fall madly in love with you? Timothy, prone to escaping his dismal high school reality through dazzling musical daydreams, gets to answer that question in a very real way.",hulu
The Wretched,United States,2019,"Horror, Thriller",A rebellious teenage boy embarks on a gutsy crusade to stop the terrifying evil he suspects has possessed his neighbor in this bone-chilling occult thriller.,hulu
Bull,United States,2019,Drama,"On the outskirts of Houston, a teen reeling from her mom’s incarceration and an aging bullfighter struggling to keep a foothold in the rodeo circuit, form an unlikely bond and attempt to right their own paths.",hulu
In My Skin,United Kingdom,2018,"Drama, Health & Wellness",The coming-of-age story of 16-year-old Bethan as she deals with comical and painful insecurities of teenage life.,hulu
The Flood,United Kingdom,2019,Drama,An immigration officer must interrogate an asylum seeker to see if he's lying.,hulu
Ladhood,United Kingdom,2019,"Comedy, Sitcom","Award-winning writer Liam Williams delves into his past to help understand the man he's become in this innovative coming-of-age sitcom. Liam reflects on his teenage years in Leeds from the vantage point of his adult life in London. Has Liam really changed that much over the years? He watches (and winces) from the side-lines as his teenage self gets into all sorts of trouble - and an awful lot of fun. This thoughtful and funny series explores the strange ways our past shapes our present. As Liam says, it's a heck of a lot cheaper than therapy.",hulu
Shark vs. Whale,United States,2020,"Documentaries, Science & Technology",A drone films a humpback whale being strategically drowned by a great white shark; marine biologist Ryan Johnson explores how and why great white sharks become whale killers.,hulu
Maxxx,United Kingdom,2020,"Comedy, International, Sitcom","Sitcom that centres around formerly famous boyband star turned drug-shamed tabloid laughing stock Maxxx. He's down, but not out... he's trying to make a comeback to prove to the world - but mostly to his famous supermodel ex-girlfriend - that he's not the massive loser everyone says he is. But with his adopted teenage son, Amit, in serious need of daddy-advice, his cousin-slash-superfan-slash-stalker Rose popping up around every corner, and with most people thinking he's already dead, the journey back to stardom isn't going to be easy. Enter Tamzin, with her dreams of becoming an internationally respected manager. But with Maxxx as her only client, she certainly has her work cut out. Maxxx offers an outrageous, rude and cringe-inducing peek behind the pop world's curtain at the drugs, sex, insecurity and fragile narcissism of those who seek validation and meaning in all the wrong places.",hulu
Good Deeds,United States,2012,"Black Stories, Drama, Romance","For all his life, wealthy businessman Wesley Deeds (Tyler Perry) has done what's expected of him and has settled into a predictable routine. His life begins to change, however, when he meets Lindsey Wakefield (Thandie Newton), a struggling single mother who has just been evicted. Wesley offers to help Lindsey get back on her feet and, though he's already engaged, romantic sparks begin to fly. Suddenly, Wesley finds himself torn between what is expected of him and what he really wants.",hulu
Jamie: Keep Cooking and Carry On,United Kingdom,2020,"Cooking & Food, Lifestyle & Culture","Jamie shows how to make the most of kitchen staples and how to be creative with whatever ingredients you've got at home, whatever the budget. From ingenious ideas for frozen food, to recipes drawn entirely from the store-cupboard, Jamie will be on hand to show home cooks how to make nutritious and delicious food using simple ingredients.",hulu
2099: The Soldier Protocol,Australia,2019,"Action, Adventure, Science Fiction","A biotech company promises a paraplegic inmate his legs back, in exchange for volunteering in an experiment – but in The Wheel no one survives.",hulu
Own the Sky,Australia,2019,Documentaries,Three men try to build and fly a jet pack.,hulu
Rattlesnakes,"United States, United Kingdom",2019,Thriller,A man finds himself taken hostage by three men who accuse him of sleeping with their wives.,hulu
Zoo-Head,United Kingdom,2019,"Science Fiction, Thriller",An addict has to live the same day over and over again as part of an experimental rehabilitation program.,hulu
Sharkcano,United States,2020,"Documentaries, Science & Technology",Shark scientist Dr. Michael Heithaus embarks on a mission to reveal the mysterious connection between sharks and volcanoes.,hulu
The Last Full Measure,United States,2019,"Action, Adventure, Drama","Sebastian Stan, Christopher Plummer, William Hurt, Ed Harris, and Samuel L. Jackson star in this powerful war story inspired by the courageous acts of a military hero.",hulu
The Assistant,United States,2019,Drama,"Jane, a recent college graduate and aspiring film producer, just landed her dream job as a junior assistant to a powerful entertainment mogul. Her day is much like any other assistant – making coffee, ordering lunch, arranging travel accommodations and taking phone messages. But as Jane follows her daily routine, she grows increasingly aware of the abuse that insidiously colors every aspect of her workday, an accumulation of degradations against which she decides to take a stand.",hulu
Marianne & Leonard: Words of Love,"Canada, United Kingdom",2019,"Documentaries, Music","A story of enduring love between Leonard Cohen and his Norwegian muse, Marianne Ihlen. Filmmaker Nick Broomfield chronicles their relationship, from the early days in Greece to how their love evolved when Leonard became a successful musician.",hulu
The Current Occupant,United States,2020,Horror,A man with no memory comes to believe that he's the president of the United States and the subject of a diabolical political conspiracy.,hulu
We Are Freestyle Love Supreme,United States,2020,"Documentaries, Music","Well before the world knew of the Tony award-winning Broadway musicals Hamilton and In The Heights, Lin-Manuel Miranda was in an improvisational hip-hop group called Freestyle Love Supreme along with director Thomas Kail and performers Christopher Jackson and Anthony Veneziale. Filmmaker Andrew Fried began chronicling the group in the summer of 2005, documenting the early days of Freestyle Love Supreme beatboxing and rapping on the sidewalks – unaware of how their story would unfold. Fourteen years later, Fried captures them reuniting for a series of shows in New York City that led to a triumphant run on Broadway. Both poignant and inspired, We Are Freestyle Love Supreme recalls the creative dreams of youth and why this show still means so much to these accomplished performers.",hulu
My Scientology Movie,United Kingdom,2017,Documentaries,"Documentarian Louis Theroux is denied admittance to the Church of Scientology's headquarters, setting into motion a clever, confrontational and funny plan to try and reveal the inner workings of the mysterious organization.",hulu
China: The Panda Adventure,United States,2001,Drama,In 1936 a widow (Maria Bello) travels to China to bring the first live giant panda to America.,hulu
Horses: The Story of Equus IMAX,Australia,2002,"Documentaries, Kids","In this documentary, three horses that all come into the world on a single evening at the same farm – a black, a bay and a chestnut – face differing futures. All the horses are quickly sold, but each finds a different life waiting for it. The black horse flees his owners and escapes to live a free life in the wilderness. The bay horse is groomed to be a performer, to jump and prance at horse shows. The chestnut horse, meanwhile, is trained to race.",hulu
Superpower Dogs,United Kingdom,2019,"Documentaries, Kids","Follow six dogs and their human partners as they brave earthquakes and avalanches, protect endangered species and help people with special needs.",hulu
The Secret of Life on Earth,United States,1993,"Documentaries, Kids","Breathtaking in its scope, ""The Secret Of Life On Earth"" celebrates life from its origins four billion years ago. Brilliant use of micro, macro, and time-lapse photography, coupled with a remarkable music score, reinforces the film's message: the beauty, fragility and interdependence of all forms of life, and our crucial role in their survival.",hulu
Sea Fever,"Ireland, United Kingdom, Sweden, Belgium, United States",2019,"Horror, Thriller","Solitary marine-biology student Siobhán endures a week on a ragged fishing trawler, miserably at odds with the close-knit crew. But out in the deep Atlantic, an unfathomable life-form soon ensnares the boat. As members of the crew now succumb to a strange infection, Siobhán must overcome her alienation and win their trust – before everyone is lost.",hulu
I Am Not Your Negro,"Switzerland, France, Belgium, United States",2016,"Black Stories, Documentaries","In 1979, James Baldwin wrote a letter to his literary agent describing his next project, ""Remember This House."" The book was to be a revolutionary, personal account of the lives and assassinations of three of his close friends: Medgar Evers, Malcolm X and Martin Luther King, Jr. At the time of Baldwin's death in 1987, he left behind only 30 completed pages of this manuscript. Filmmaker Raoul Peck envisions the book James Baldwin never finished.",hulu
The Other Lamb,"Ireland, Belgium, United States",2019,"Drama, Horror",A young woman born into an all-female cult begins to question the teachings of her leader.,hulu
The House That Jack Built,"Denmark, France, Sweden, Germany, Belgium, Tunisia",2018,"Crime, Drama, Horror",Jack is a serial killer who views each murder as a work of art.,hulu
The Whistlers,"Romania, France, Germany, Sweden",2019,"Comedy, Drama, Horror","A Romanian police officer, determined to free from prison a crooked businessman who knows where a mobster's money is hidden, must learn the difficult ancestral language used on the island of Gomera.",hulu
Citizen Soldier,United States,2016,Documentaries,"The true story of some soldiers in a United States Army Infantry Company, part of the Oklahoma National Guard's 45th Thunderbirds Brigade, and their life-changing tour of duty in Afghanistan.",hulu
Danger Close,United States,2017,Documentaries,War reporter Alex Quade re-embeds with Green Berets after the death of Special Forces Staff Sgt. Rob Pirelli during a battle in Afghanistan.,hulu
Rebel in the Rye,United States,2017,"Drama, History",A young J.D. Salinger struggles to find his voice in his life.,hulu
The Cured,"Ireland, France",2017,"Drama, Horror, Thriller",Humanity tries to reintegrate former zombies into society.,hulu
The Hornet's Nest,"Afghanistan, United States",2014,Documentaries,Journalists Mike and Carlos Boettcher follow U.S. troops during nine harrowing days of combat in Afghanistan.,hulu
Mission: Impossible - Ghost Protocol,United States,2011,"Action, Adventure","When the IMF is disavowed after being implicated in the bombing of the Kremlin, Ethan Hunt and the remaining team must go underground and across the globe to clear the organization's name. Presented by FXM",hulu
The Gallows Act II,United States,2019,"Horror, Thriller","While pursuing her dreams of stardom, a teenage actress is drawn into the dark world of a malevolent spirit in this supernatural thriller from Blumhouse, the producer of Paranormal Activity, Insidious and The Gallows.",hulu
The Postcard Killings,"United Kingdom, United States",2020,"Drama, Horror, Mystery","In The Postcard Killings, based on the James Patterson and Liza Marklund #1 New York Times bestselling novel, NY Detective Jacob Kanon’s (Jeffery Dean Morgan) world is destroyed when his daughter and son-in-law are brutally murdered in London.",hulu
Carrion,United States,2020,Horror,"A young woman who has telekinetic abilities shows up on her cousin's doorstep after 10 years in a mysterious Russian facility. As dark events from the past resurface, something in the woods begins hunting them.",hulu
Once Were Brothers: Robbie Robertson and The Band,"Canada, United States",2019,"Documentaries, Music","A moving story of Robertson’s personal journey, overcoming adversity and finding camaraderie alongside the four other men who would become his brothers in one of the most enduring groups in the history of popular music, THE BAND.",hulu
XX,"Canada, United States, Mexico",2017,Horror,Four dark horror stories by women: Annie Clark with THE BIRTHDAY PARTY; Karyn Kusama exorcises HER ONLY LIVING SON; Roxanne Benjamin screams DON’T FALL; and Jovanka Vuckovic dares to open THE BOX. Award-winning Sofia Carrillo wraps it all together.,hulu
Buffaloed,United States,2019,Comedy,A woman is desperate to escape her life in Buffalo and finds a way by becoming a debt collector.,hulu
Crawl,"United States, Serbia, Canada",2019,"Horror, Thriller","A young woman, while attempting to save her father during a Category 5 hurricane, finds herself trapped in a flooding house and must fight for her life against alligators.",hulu
Your Home Made Perfect,United Kingdom,2019,Reality,"Never before have plans come to life like this: people can instantly explore a stunning transformation of their bedroom, walk around an incredible double-height kitchen or see how adding a gigantic picture window will turn a dingy lounge into a stunning sitting room with a massive wow-factor. In each episode, a family who lives in an unsuitable and impractical home will be presented with two radically different designs by two extraordinary architects. The couple must decide which they’ll build in reality before the most extraordinary final reveal. Will the winning design solve the problems in their home and improve their lives.",hulu
Pan,"United States, United Kingdom, Australia",2015,"Action, Adventure, Family",Hugh Jackman stars in this magical adaptation of 'Peter Pan' that finds Peter up against devious pirate Blackbeard.,hulu
The Dustwalker,"Australia, United Arab Emirates",2019,"Drama, Horror, Science Fiction","Set in an isolated town in the middle of a harsh red desert, Sergeant Joanne Sharp fights to protect the town's people as they try to survive an insidious parasite brought to earth by an Alien spacecraft.",hulu
Child's Play,"Canada, United States",2019,"Horror, Thriller","A contemporary re-imagining of the 1988 horror classic, ""Child's Play"" follows Karen, a single mother who gifts her son Andy a Buddi doll, unaware of its more sinister nature.",hulu
Clemency,United States,2019,"Black Stories, Drama","Years of carrying out death row executions have taken a toll on prison warden Bernadine Williams (Alfre Woodard). As she prepares to execute another inmate, Bernadine must confront the psychological and emotional demons her job creates.",hulu
Good Boy,United States,2020,"Horror, Thriller","When Maggie gets an emotional support dog to help quell some of her anxiety, she finds him to be even more effective than she imagined... because he kills anyone who adds stress to her life.",hulu
LA 92,United States,2017,"Black Stories, Documentaries","Twenty-five years after the verdict in the Rodney King trial sparked several days of protests, violence and looting in Los Angeles, LA 92 immerses viewers in that tumultuous period through stunning and rarely seen archival footage.",hulu
A Beautiful Planet,United States,2016,"Documentaries, Kids","A Beautiful Planet is a breathtaking portrait of Earth from space. Made in cooperation with NASA, the film features stunning footage of our magnificent blue planet – and the effects humanity has had on it over time.",hulu
Destiny in Space,"Canada, United States",1994,"Documentaries, Kids","""Destiny In Space"" provides an inspiring look at the challenges future generations will face in exploring the universe. For the first time on the giant screen, audiences travel outside the space shuttle as it orbits 200 miles above the Earth. Along with thrilling fly-overs of Mars and Venus, the film focuses on the dramatic partnership of humans and robots working in space.",hulu
Fires of Kuwait,United States,1992,Documentaries,Fires of Kuwait is an eloquent visual testimony to the remarkable resourcefulness and heroism of the men and women who extinguished and controlled over 600 burning and gushing oil wells sabotaged by retreating Iraqi troops in the aftermath of the Gulf War,hulu
Galapagos,United States,1999,"Documentaries, Kids",Journey with marine biologist Dr. Carole Baldwin on an adventure to the famed Galapagos Islands.,hulu
Into the Deep,"United States, Canada",1994,"Documentaries, Kids",Into the Deep takes you on a spectacular exploration of the undersea world. The film captures unique marine life and magnificent underwater vistas. Dive under the sea to the kelp forests off the southern coast of California,hulu
Journey to the South Pacific,United States,2013,"Documentaries, Kids","Jawi, a boy living on a tropical island in West Papua, encounters whale sharks, sea turtles and other creatures of the sea.",hulu
Pandas,United States,2018,"Documentaries, Kids","Join narrator Kristen Bell in Pandas, a heartwarming story about the adventures of Qian Qian, a captive-born giant panda cub who's destined for life in the wild.",hulu
Space Station,"Canada, United States",2002,"Documentaries, Kids","Travel 220 miles above Earth at 17,500 mph to experience the greatest engineering feat since landing a man on the Moon. Space Station is the story of a unique partnership of 16 nations building a laboratory in outer space – a permanent facility",hulu
